"PlayerInGameID","PRID","PlayerID","ChampionID","ClubID","GameID","PlayerInGamePositionInGame","ChampionInGameSpecID","ChampionItemID","PlayerInGameID"
460,101,36,63,25,47,Top Laner,587,54,460
377,27,35,5,76,37,Jungler,588,79,377
725,683,319,4,3,68,Mid Laner,590,107,725
473,995,245,71,33,82,Support,591,18,473
385,917,189,53,77,38,Top Laner,592,30,385
882,218,110,24,7,86,Jungler,593,41,882
768,240,59,9,33,51,Jungler,594,100,768
633,4,298,26,16,43,Mid Laner,595,5,633
798,408,283,17,21,57,Top Laner,596,45,798
722,281,226,90,36,52,Top Laner,597,41,722
97,25,79,33,20,10,Support,598,54,97
404,209,205,59,81,40,Support,599,64,404
672,58,249,91,19,44,Mid Laner,600,103,672
113,570,30,55,23,11,Bot Laner,601,93,113
644,72,135,14,20,44,Support,602,24,644
67,372,300,82,14,7,Mid Laner,604,46,67
59,486,165,73,12,6,Top Laner,605,34,59
458,984,327,16,32,82,Mid Laner,606,11,458
346,984,70,91,70,34,Bot Laner,607,2,346
814,395,230,18,20,57,Support,608,76,814
499,948,276,16,29,81,Bot Laner,609,69,499
786,385,116,32,20,57,Top Laner,610,79,786
64,755,98,6,13,7,Top Laner,611,90,64
85,904,1,8,17,9,Jungler,612,44,85
858,4,95,81,2,84,Mid Laner,613,84,858
872,923,25,32,5,85,Jungler,614,93,872
669,640,163,68,39,66,Top Laner,615,108,669
22,681,94,55,5,3,Jungler,616,51,22
442,891,92,7,24,78,Jungler,617,55,442
41,770,132,80,9,5,Jungler,619,72,41
427,463,3,6,27,60,Jungler,620,80,427
41,770,132,80,9,5,Jungler,622,84,41
528,835,22,48,18,75,Top Laner,623,95,528
554,501,299,66,28,61,Jungler,624,103,554
263,839,131,37,53,26,Top Laner,625,20,263
102,242,319,27,21,10,Support,626,27,102
627,517,27,15,29,61,Jungler,627,26,627
434,512,232,11,29,61,Support,628,57,434
659,320,125,86,15,54,Top Laner,629,35,659
100,779,314,68,20,10,Jungler,630,32,100
28,895,111,63,6,3,Mid Laner,631,7,28
463,473,237,61,26,60,Bot Laner,632,93,463
458,984,327,16,32,82,Mid Laner,633,11,458
421,955,64,49,85,41,Jungler,634,32,421
153,98,340,37,31,15,Jungler,635,55,153
116,986,252,89,24,12,Support,636,14,116
713,945,37,3,29,81,Top Laner,637,30,713
815,668,4,25,2,68,Top Laner,638,107,815
494,892,316,41,25,79,Top Laner,639,15,494
840,252,3,53,34,51,Bot Laner,640,41,840
373,121,2,66,75,37,Top Laner,641,55,373
689,743,335,49,9,71,Bot Laner,642,25,689
330,938,263,65,66,32,Support,643,58,330
749,284,61,62,37,53,Jungler,644,11,749
929,150,147,52,16,90,Bot Laner,645,97,929
784,537,216,89,30,62,Mid Laner,646,70,784
711,876,297,14,22,77,Mid Laner,647,51,711
9,192,295,41,2,1,Support,648,16,9
152,695,75,15,31,15,Bot Laner,649,42,152
722,281,226,90,36,52,Top Laner,650,63,722
823,767,196,57,11,72,Mid Laner,651,32,823
781,221,197,10,32,50,Top Laner,652,87,781
88,845,94,22,18,9,Top Laner,653,97,88
284,120,250,12,57,28,Bot Laner,654,103,284
698,990,242,86,33,82,Top Laner,655,78,698
284,120,250,12,57,28,Bot Laner,657,38,284
871,980,173,51,5,85,Bot Laner,658,72,871
58,278,167,43,12,6,Support,659,15,58
139,94,217,34,28,14,Jungler,660,22,139
826,779,162,75,12,73,Jungler,661,50,826
260,67,204,44,52,26,Jungler,662,100,260
641,777,314,38,12,72,Bot Laner,663,93,641
321,499,151,42,65,32,Support,665,102,321
413,893,281,88,83,40,Support,666,4,413
339,498,97,49,68,33,Mid Laner,667,69,339
896,944,288,66,10,87,Jungler,670,27,896
550,20,88,47,16,42,Mid Laner,671,1,550
597,997,65,31,33,83,Jungler,672,42,597
326,394,146,34,66,32,Top Laner,673,61,326
167,518,209,70,34,17,Bot Laner,674,56,167
385,917,189,53,77,38,Top Laner,675,39,385
404,209,205,59,81,40,Support,676,82,404
171,287,237,14,35,17,Bot Laner,677,31,171
593,121,229,31,23,46,Jungler,678,41,593
369,103,220,54,74,36,Support,679,88,369
639,603,95,71,37,65,Support,680,58,639
925,373,39,27,15,90,Jungler,681,21,925
494,892,316,41,25,79,Top Laner,682,34,494
460,101,36,63,25,47,Top Laner,683,97,460
563,597,237,72,37,65,Bot Laner,686,57,563
504,188,280,11,28,48,Bot Laner,687,34,504
717,307,130,49,39,53,Top Laner,688,100,717
429,178,244,16,27,48,Support,689,23,429
487,747,278,60,9,71,Mid Laner,690,86,487
133,979,221,87,27,13,Bot Laner,691,94,133
817,569,89,57,34,64,Jungler,692,95,817
419,395,305,30,84,41,Top Laner,693,83,419
543,584,38,41,36,65,Bot Laner,694,44,543
758,761,297,61,11,72,Jungler,695,101,758
912,663,308,45,13,89,Mid Laner,696,40,912
193,426,192,3,39,19,Mid Laner,697,4,193
240,125,10,58,48,24,Bot Laner,698,95,240
828,572,156,42,34,64,Top Laner,699,66,828
147,778,15,63,30,15,Bot Laner,700,18,147
291,669,216,20,59,29,Support,701,21,291
812,434,281,30,23,58,Jungler,702,87,812
181,771,251,9,37,18,Bot Laner,703,55,181
341,466,103,10,69,34,Top Laner,704,64,341
267,364,205,80,54,26,Support,705,101,267
268,495,275,83,54,26,Top Laner,706,98,268
700,498,272,64,28,61,Jungler,707,38,700
267,364,205,80,54,26,Support,708,73,267
330,938,263,65,66,32,Support,709,70,330
252,745,80,15,51,25,Mid Laner,710,15,252
774,414,178,19,21,58,Mid Laner,711,72,774
138,325,332,46,28,14,Bot Laner,713,14,138
592,152,282,63,26,47,Bot Laner,714,73,592
169,563,40,60,34,17,Mid Laner,715,47,169
680,698,146,19,5,69,Bot Laner,716,76,680
48,571,157,42,10,5,Support,717,6,48
449,604,90,62,37,65,Support,718,79,449
637,680,120,31,3,68,Jungler,719,36,637
325,720,168,39,65,32,Mid Laner,720,96,325
643,430,238,10,22,58,Mid Laner,721,6,643
389,763,249,16,78,38,Support,722,70,389
747,211,200,7,32,50,Top Laner,723,99,747
697,594,146,10,37,65,Support,724,83,697
659,320,125,86,15,54,Top Laner,725,92,659
879,723,114,81,6,86,Support,726,50,879
269,957,134,10,54,27,Bot Laner,727,47,269
737,805,233,9,14,74,Top Laner,728,61,737
539,978,95,38,31,82,Jungler,729,27,539
403,820,264,68,81,40,Top Laner,730,18,403
24,506,121,87,5,3,Support,731,41,24
355,112,156,86,71,35,Support,732,77,355
276,332,167,72,56,27,Mid Laner,733,46,276
161,829,190,22,33,16,Top Laner,734,42,161
682,679,98,46,3,68,Support,735,60,682
103,365,214,74,21,10,Top Laner,736,30,103
354,617,214,39,71,35,Mid Laner,737,71,354
296,185,65,91,60,29,Support,738,26,296
395,963,14,65,79,39,Top Laner,739,98,395
263,839,131,37,53,26,Top Laner,740,7,263
674,873,90,10,22,77,Top Laner,741,97,674
7,26,339,61,2,1,Jungler,742,8,7
622,81,42,11,21,45,Jungler,743,52,622
630,971,152,69,30,81,Top Laner,744,86,630
844,932,16,22,28,80,Top Laner,745,4,844
514,660,84,67,1,67,Bot Laner,746,67,514
802,209,210,45,31,50,Jungler,747,74,802
342,833,14,53,69,34,Bot Laner,748,72,342
469,675,21,29,2,68,Support,749,19,469
67,372,300,82,14,7,Mid Laner,750,93,67
749,284,61,62,37,53,Jungler,751,10,749
822,734,172,5,8,70,Jungler,752,57,822
256,667,246,17,52,25,Mid Laner,753,80,256
14,279,218,26,3,2,Support,754,20,14
161,829,190,22,33,16,Top Laner,755,52,161
282,557,112,60,57,28,Support,756,68,282
362,680,302,49,73,36,Bot Laner,757,54,362
505,695,118,49,4,69,Jungler,758,39,505
422,724,234,34,85,41,Mid Laner,759,81,422
59,486,165,73,12,6,Top Laner,760,12,59
231,960,181,21,47,23,Jungler,761,46,231
299,815,302,57,60,29,Jungler,762,62,299
531,621,16,58,38,66,Mid Laner,763,37,531
808,480,331,66,26,60,Mid Laner,764,54,808
35,351,162,60,7,4,Top Laner,765,58,35
14,279,218,26,3,2,Support,766,31,14
772,939,105,39,28,80,Jungler,767,37,772
586,324,61,45,15,54,Top Laner,768,49,586
399,99,335,52,80,39,Support,769,95,399
680,698,146,19,5,69,Bot Laner,770,93,680
54,2,308,73,11,6,Top Laner,771,15,54
818,334,157,28,16,55,Mid Laner,772,51,818
266,425,191,47,54,26,Mid Laner,773,55,266
902,95,42,56,11,88,Mid Laner,774,75,902
82,410,141,6,17,9,Support,775,92,82
26,558,304,40,6,3,Bot Laner,776,87,26
326,394,146,34,66,32,Top Laner,777,58,326
41,770,132,80,9,5,Jungler,778,15,41
619,432,257,48,24,59,Support,779,54,619
824,913,19,56,26,79,Support,780,29,824
361,169,91,3,73,35,Top Laner,781,47,361
253,464,189,9,51,25,Support,782,52,253
917,260,229,89,14,89,Mid Laner,783,106,917
451,278,28,71,37,53,Bot Laner,784,37,451
173,148,64,86,35,17,Top Laner,785,16,173
157,222,287,15,32,16,Bot Laner,786,40,157
930,151,233,39,16,90,Jungler,787,44,930
17,114,194,65,4,2,Jungler,788,35,17
537,776,18,57,12,72,Top Laner,789,3,537
540,972,223,51,31,81,Mid Laner,790,11,540
10,705,24,44,2,1,Top Laner,791,45,10
91,177,208,84,19,10,Mid Laner,792,10,91
42,726,215,13,9,5,Mid Laner,793,84,42
498,180,336,46,27,48,Top Laner,794,85,498
554,501,299,66,28,61,Jungler,795,19,554
280,237,296,24,56,28,Jungler,796,46,280
408,441,238,24,82,40,Support,797,8,408
553,665,117,5,2,67,Bot Laner,798,80,553
727,100,63,54,23,46,Top Laner,799,31,727
86,747,28,13,18,9,Mid Laner,800,72,86
627,517,27,15,29,61,Jungler,801,9,627
168,463,256,63,34,17,Jungler,802,28,168
820,940,304,38,29,80,Top Laner,803,51,820
616,851,193,37,21,77,Bot Laner,804,6,616
403,820,264,68,81,40,Top Laner,805,33,403
58,278,167,43,12,6,Support,806,7,58
655,99,281,26,22,45,Bot Laner,807,56,655
830,974,108,26,31,81,Bot Laner,808,63,830
320,491,270,48,64,31,Mid Laner,809,37,320
926,727,50,3,16,90,Mid Laner,810,84,926
365,728,102,78,73,36,Support,811,3,365
406,479,335,61,82,40,Jungler,812,92,406
40,221,320,87,8,4,Top Laner,813,69,40
118,267,224,74,24,12,Bot Laner,814,45,118
105,901,92,90,21,10,Jungler,815,6,105
640,345,232,84,18,56,Top Laner,816,75,640
822,734,172,5,8,70,Jungler,817,38,822
779,593,300,7,36,65,Mid Laner,818,88,779
649,502,340,56,29,61,Top Laner,819,97,649
642,112,311,9,23,46,Jungler,821,89,642
548,464,62,6,25,59,Bot Laner,822,23,548
782,589,16,77,36,65,Bot Laner,823,57,782
736,800,104,28,14,73,Support,824,59,736
725,683,319,4,3,68,Mid Laner,825,77,725
4,70,163,8,1,1,Support,826,101,4
880,89,271,63,6,86,Top Laner,827,29,880
453,231,266,51,34,51,Mid Laner,828,29,453
758,761,297,61,11,72,Jungler,829,84,758
711,876,297,14,22,77,Mid Laner,830,32,711
53,218,260,25,11,6,Support,831,14,53
154,610,138,78,31,15,Mid Laner,832,17,154
631,645,258,59,40,66,Bot Laner,833,6,631
35,351,162,60,7,4,Top Laner,834,58,35
166,391,6,85,34,17,Top Laner,835,64,166
628,866,141,4,22,77,Mid Laner,836,82,628
178,239,70,39,36,18,Jungler,837,25,178
64,755,98,6,13,7,Top Laner,839,65,64
837,733,231,62,7,70,Mid Laner,840,72,837
327,329,130,4,66,32,Bot Laner,841,60,327
691,898,334,54,24,78,Mid Laner,842,55,691
146,739,112,60,30,15,Top Laner,843,24,146
602,582,149,20,35,64,Bot Laner,844,22,602
918,842,285,20,14,89,Support,845,85,918
465,707,150,22,6,69,Top Laner,846,39,465
420,604,4,44,84,41,Bot Laner,847,11,420
695,492,313,31,27,60,Jungler,848,67,695
634,637,270,40,39,66,Support,849,101,634
774,414,178,19,21,58,Mid Laner,850,78,774
587,629,101,88,39,66,Bot Laner,851,21,587
800,343,13,76,17,55,Support,852,22,800
341,466,103,10,69,34,Top Laner,853,67,341
572,884,187,32,23,78,Bot Laner,854,26,572
128,390,266,38,26,13,Bot Laner,856,98,128
524,65,194,44,20,44,Bot Laner,857,59,524
32,902,162,25,7,4,Jungler,858,68,32
9,192,295,41,2,1,Support,859,58,9
51,872,121,86,11,6,Jungler,860,55,51
507,878,251,34,23,78,Support,861,34,507
17,114,194,65,4,2,Jungler,862,60,17
297,430,80,30,60,29,Top Laner,863,26,297
633,4,298,26,16,43,Mid Laner,864,102,633
590,894,280,65,24,78,Support,865,45,590
239,592,141,33,48,24,Top Laner,866,97,239
68,987,297,82,14,7,Support,867,3,68
551,558,35,20,32,63,Support,868,97,551
659,320,125,86,15,54,Top Laner,869,37,659
532,142,333,91,25,47,Support,870,8,532
180,851,100,88,36,18,Support,871,33,180
54,2,308,73,11,6,Top Laner,872,1,54
910,511,84,46,12,89,Bot Laner,873,15,910
854,163,299,18,1,83,Support,874,84,854
475,922,260,75,27,80,Bot Laner,875,99,475
598,508,247,59,29,61,Top Laner,876,76,598
39,392,240,38,8,4,Support,877,81,39
175,478,17,9,35,17,Support,878,79,175
502,378,66,54,19,57,Support,879,58,502
497,930,16,36,27,80,Support,880,9,497
762,796,334,54,14,73,Bot Laner,881,29,762
379,212,220,24,76,37,Support,883,48,379
134,731,134,44,27,13,Jungler,884,37,134
551,558,35,20,32,63,Support,885,69,551
705,27,279,69,17,43,Jungler,886,104,705
329,693,175,85,66,32,Mid Laner,887,13,329
705,27,279,69,17,43,Jungler,888,12,705
876,537,79,87,6,85,Bot Laner,889,84,876
444,458,59,74,25,59,Support,890,81,444
260,67,204,44,52,26,Jungler,891,67,260
431,316,276,74,40,54,Bot Laner,892,99,431
672,58,249,91,19,44,Mid Laner,893,57,672
707,534,232,50,33,63,Support,894,103,707
48,571,157,42,10,5,Support,895,100,48
865,652,93,73,3,84,Top Laner,896,44,865
708,365,120,42,18,56,Top Laner,897,63,708
726,765,269,9,11,72,Support,898,37,726
674,873,90,10,22,77,Top Laner,899,15,674
811,859,108,53,21,77,Bot Laner,900,78,811
848,958,164,67,30,81,Support,901,27,848
448,815,8,72,16,74,Mid Laner,902,38,448
584,302,229,13,40,54,Mid Laner,903,72,584
372,613,145,38,75,37,Jungler,904,63,372
411,213,296,61,83,40,Jungler,905,88,411
371,879,262,26,75,36,Bot Laner,906,99,371
361,169,91,3,73,35,Top Laner,907,33,361
354,617,214,39,71,35,Mid Laner,908,31,354
684,503,108,67,28,61,Bot Laner,909,13,684
50,58,207,42,10,5,Bot Laner,910,36,50
719,76,138,67,21,45,Jungler,911,96,719
820,940,304,38,29,80,Top Laner,912,1,820
402,787,120,41,81,39,Mid Laner,913,62,402
283,859,315,28,57,28,Top Laner,914,86,283
414,398,81,52,83,41,Top Laner,915,69,414
119,527,213,4,24,12,Jungler,916,32,119
339,498,97,49,68,33,Mid Laner,917,76,339
245,357,79,81,49,24,Bot Laner,918,102,245
413,893,281,88,83,40,Support,919,54,413
616,851,193,37,21,77,Bot Laner,920,24,616
431,316,276,74,40,54,Bot Laner,922,108,431
561,999,86,35,38,53,Support,923,7,561
422,724,234,34,85,41,Mid Laner,924,30,422
433,911,339,28,26,79,Mid Laner,925,2,433
173,148,64,86,35,17,Top Laner,926,68,173
724,716,220,49,6,70,Jungler,927,71,724
442,891,92,7,24,78,Jungler,928,94,442
38,91,164,28,8,4,Bot Laner,930,48,38
311,405,42,84,63,31,Support,931,14,311
274,965,294,16,55,27,Bot Laner,933,32,274
870,703,275,52,4,85,Top Laner,934,89,870
236,686,99,78,47,23,Jungler,935,88,236
900,446,89,48,10,88,Bot Laner,936,24,900
55,95,21,76,11,6,Bot Laner,937,77,55
693,342,78,61,17,55,Top Laner,938,52,693
400,961,300,25,80,39,Top Laner,939,97,400
422,724,234,34,85,41,Mid Laner,940,99,422
412,800,49,29,83,40,Mid Laner,941,54,412
897,621,236,16,10,87,Mid Laner,942,38,897
896,944,288,66,10,87,Jungler,944,52,896
43,674,306,28,9,5,Bot Laner,945,85,43
838,210,244,30,31,50,Support,946,105,838
42,726,215,13,9,5,Mid Laner,947,64,42
135,624,213,63,27,13,Mid Laner,948,89,135
726,765,269,9,11,72,Support,949,58,726
369,103,220,54,74,36,Support,950,43,369
419,395,305,30,84,41,Top Laner,951,55,419
415,717,160,41,83,41,Bot Laner,952,45,415
610,649,316,19,40,67,Top Laner,953,26,610
403,820,264,68,81,40,Top Laner,954,3,403
591,531,338,80,30,62,Top Laner,955,105,591
285,749,50,85,57,28,Jungler,956,56,285
772,939,105,39,28,80,Jungler,957,12,772
263,839,131,37,53,26,Top Laner,958,39,263
892,74,157,6,9,87,Mid Laner,959,35,892
162,356,319,39,33,16,Bot Laner,960,100,162
427,463,3,6,27,60,Jungler,961,102,427
532,142,333,91,25,47,Support,962,90,532
790,985,88,39,32,82,Support,963,23,790
275,340,54,26,55,27,Jungler,964,70,275
105,901,92,90,21,10,Jungler,965,64,105
424,896,49,18,85,42,Top Laner,966,86,424
765,896,311,60,24,78,Support,967,32,765
560,63,21,59,20,44,Mid Laner,968,29,560
32,902,162,25,7,4,Jungler,969,1,32
40,221,320,87,8,4,Top Laner,970,2,40
220,622,48,71,44,22,Top Laner,972,45,220
59,486,165,73,12,6,Top Laner,973,68,59
728,336,92,20,16,55,Bot Laner,975,10,728
428,328,269,52,15,55,Mid Laner,976,60,428
620,795,194,48,14,73,Top Laner,977,3,620
391,736,235,58,79,38,Bot Laner,978,70,391
15,423,160,12,3,2,Top Laner,979,103,15
405,401,60,46,81,40,Bot Laner,980,6,405
165,48,32,45,33,16,Support,981,70,165
158,930,304,75,32,16,Jungler,982,46,158
520,460,204,47,25,59,Jungler,983,88,520
422,724,234,34,85,41,Mid Laner,984,49,422
389,763,249,16,78,38,Support,985,99,389
396,554,238,38,80,39,Bot Laner,986,4,396
576,998,277,46,33,83,Top Laner,987,91,576
659,320,125,86,15,54,Top Laner,988,41,659
636,646,53,62,40,67,Bot Laner,989,39,636
864,9,49,63,3,84,Support,990,88,864
339,498,97,49,68,33,Mid Laner,991,100,339
706,566,324,82,33,63,Mid Laner,992,78,706
612,189,63,47,28,48,Jungler,993,10,612
186,639,181,72,38,19,Bot Laner,994,68,186
237,651,189,45,48,23,Mid Laner,995,6,237
270,853,339,72,54,27,Jungler,996,11,270
738,156,154,9,26,47,Bot Laner,997,80,738
898,341,154,86,10,87,Support,998,99,898
70,561,73,55,14,7,Bot Laner,999,61,70
426,941,263,92,30,81,Bot Laner,1000,77,426
733,880,253,61,23,78,Bot Laner,1001,67,733
572,884,187,32,23,78,Bot Laner,1002,15,572
82,410,141,6,17,9,Support,1003,90,82
590,894,280,65,24,78,Support,1004,11,590
115,871,338,32,23,11,Mid Laner,1005,108,115
53,218,260,25,11,6,Support,1006,14,53
745,272,251,28,35,52,Mid Laner,1007,42,745
711,876,297,14,22,77,Mid Laner,1008,36,711
190,593,94,77,38,19,Top Laner,1010,96,190
873,648,214,37,5,85,Mid Laner,1011,93,873
179,796,49,11,36,18,Mid Laner,1012,93,179
460,101,36,63,25,47,Top Laner,1013,69,460
293,314,25,66,59,29,Bot Laner,1014,95,293
821,929,128,19,27,80,Bot Laner,1015,106,821
523,370,212,18,19,56,Top Laner,1016,59,523
686,696,328,77,5,69,Mid Laner,1019,99,686
721,404,169,70,21,57,Support,1020,60,721
426,941,263,92,30,81,Bot Laner,1021,17,426
465,707,150,22,6,69,Top Laner,1023,28,465
801,426,284,70,22,58,Bot Laner,1024,46,801
608,93,90,31,21,45,Mid Laner,1025,87,608
598,508,247,59,29,61,Top Laner,1026,41,598
475,922,260,75,27,80,Bot Laner,1027,35,475
112,445,291,44,23,11,Top Laner,1029,7,112
617,834,286,38,18,75,Jungler,1030,8,617
882,218,110,24,7,86,Jungler,1031,47,882
320,491,270,48,64,31,Mid Laner,1032,89,320
35,351,162,60,7,4,Top Laner,1033,85,35
772,939,105,39,28,80,Jungler,1034,79,772
103,365,214,74,21,10,Top Laner,1035,39,103
330,938,263,65,66,32,Support,1036,33,330
510,739,290,72,8,71,Jungler,1037,98,510
48,571,157,42,10,5,Support,1038,23,48
243,908,175,18,49,24,Support,1039,42,243
689,743,335,49,9,71,Bot Laner,1040,104,689
333,290,49,39,67,33,Jungler,1041,100,333
803,131,153,41,24,46,Mid Laner,1042,24,803
144,852,266,79,29,14,Jungler,1043,11,144
913,17,8,15,13,89,Support,1044,27,913
42,726,215,13,9,5,Mid Laner,1045,87,42
556,918,295,54,27,79,Support,1046,94,556
773,588,10,26,36,64,Top Laner,1047,68,773
349,780,275,73,70,34,Mid Laner,1048,8,349
407,696,278,89,82,40,Mid Laner,1049,15,407
718,548,153,53,31,62,Bot Laner,1050,47,718
529,243,138,3,33,51,Bot Laner,1051,46,529
90,559,232,32,18,9,Jungler,1052,47,90
314,841,320,46,63,31,Jungler,1054,36,314
137,476,13,6,28,14,Top Laner,1055,95,137
229,996,294,42,46,23,Support,1056,108,229
329,693,175,85,66,32,Mid Laner,1057,79,329
707,534,232,50,33,63,Support,1058,77,707
582,708,141,29,6,69,Bot Laner,1060,32,582
104,123,55,18,21,10,Bot Laner,1061,25,104
324,348,259,80,65,32,Jungler,1062,5,324
22,681,94,55,5,3,Jungler,1063,36,22
108,502,88,92,22,11,Top Laner,1064,24,108
818,334,157,28,16,55,Mid Laner,1065,94,818
171,287,237,14,35,17,Bot Laner,1067,76,171
817,569,89,57,34,64,Jungler,1068,103,817
133,979,221,87,27,13,Bot Laner,1069,38,133
615,736,119,81,8,71,Top Laner,1070,69,615
84,399,59,4,17,9,Bot Laner,1071,67,84
916,574,292,78,14,89,Jungler,1072,36,916
614,191,331,70,28,48,Support,1073,20,614
569,249,323,56,33,51,Jungler,1074,63,569
746,340,265,38,16,55,Support,1075,91,746
453,231,266,51,34,51,Mid Laner,1076,21,453
519,468,114,46,26,60,Bot Laner,1077,41,519
514,660,84,67,1,67,Bot Laner,1079,107,514
176,223,20,47,36,18,Top Laner,1080,11,176
348,501,248,88,70,34,Top Laner,1081,27,348
626,135,340,42,24,46,Bot Laner,1082,18,626
626,135,340,42,24,46,Bot Laner,1083,55,626
561,999,86,35,38,53,Support,1084,97,561
220,622,48,71,44,22,Top Laner,1086,92,220
864,9,49,63,3,84,Support,1087,87,864
20,375,293,86,4,2,Top Laner,1088,101,20
643,430,238,10,22,58,Mid Laner,1089,100,643
23,337,231,80,5,3,Mid Laner,1090,67,23
750,728,41,67,7,70,Mid Laner,1091,27,750
127,216,217,90,26,13,Top Laner,1092,69,127
809,937,301,69,28,80,Support,1093,33,809
857,360,323,70,2,83,Jungler,1094,95,857
855,454,144,92,1,83,Top Laner,1095,36,855
97,25,79,33,20,10,Support,1096,13,97
748,792,72,60,13,73,Bot Laner,1097,70,748
703,980,275,38,32,82,Top Laner,1098,71,703
481,830,34,52,17,75,Jungler,1099,90,481
831,325,250,28,15,55,Jungler,1100,97,831
634,637,270,40,39,66,Support,1101,29,634
365,728,102,78,73,36,Support,1102,61,365
319,625,75,43,64,31,Jungler,1103,18,319
312,371,335,53,63,31,Top Laner,1104,59,312
154,610,138,78,31,15,Mid Laner,1106,77,154
333,290,49,39,67,33,Jungler,1107,40,333
761,288,280,26,38,53,Top Laner,1108,42,761
449,604,90,62,37,65,Support,1109,25,449
758,761,297,61,11,72,Jungler,1110,103,758
23,337,231,80,5,3,Mid Laner,1111,105,23
265,471,86,58,53,26,Jungler,1112,63,265
859,23,252,28,2,84,Support,1113,29,859
630,971,152,69,30,81,Top Laner,1114,22,630
99,635,281,51,20,10,Bot Laner,1115,108,99
25,353,138,86,5,3,Top Laner,1116,52,25
653,559,199,81,32,63,Top Laner,1117,22,653
771,748,292,34,9,71,Bot Laner,1118,41,771
767,989,113,79,32,82,Bot Laner,1119,45,767
544,361,176,3,18,56,Jungler,1120,17,544
691,898,334,54,24,78,Mid Laner,1121,21,691
856,61,125,20,2,83,Bot Laner,1122,11,856
281,931,254,16,57,28,Mid Laner,1123,84,281
84,399,59,4,17,9,Bot Laner,1125,23,84
856,61,125,20,2,83,Bot Laner,1126,109,856
18,627,262,4,4,2,Mid Laner,1127,93,18
124,241,20,11,25,12,Jungler,1128,8,124
655,99,281,26,22,45,Bot Laner,1129,27,655
745,272,251,28,35,52,Mid Laner,1130,18,745
99,635,281,51,20,10,Bot Laner,1131,56,99
86,747,28,13,18,9,Mid Laner,1132,63,86
89,189,307,52,18,9,Bot Laner,1133,55,89
926,727,50,3,16,90,Mid Laner,1134,41,926
274,965,294,16,55,27,Bot Laner,1135,59,274
455,738,128,46,8,70,Top Laner,1136,60,455
830,974,108,26,31,81,Bot Laner,1137,30,830
682,679,98,46,3,68,Support,1138,82,682
762,796,334,54,14,73,Bot Laner,1139,13,762
592,152,282,63,26,47,Bot Laner,1140,62,592
816,411,11,15,21,57,Bot Laner,1141,92,816
656,651,302,27,40,67,Jungler,1142,103,656
69,801,88,27,14,7,Top Laner,1143,45,69
727,100,63,54,23,46,Top Laner,1144,107,727
826,779,162,75,12,73,Jungler,1145,26,826
523,370,212,18,19,56,Top Laner,1146,34,523
398,797,190,47,80,39,Mid Laner,1147,94,398
623,381,47,66,19,57,Mid Laner,1148,104,623
527,542,121,32,31,62,Support,1149,99,527
708,365,120,42,18,56,Top Laner,1150,109,708
851,97,196,74,1,83,Bot Laner,1151,15,851
861,422,82,20,3,84,Bot Laner,1152,73,861
584,302,229,13,40,54,Mid Laner,1153,31,584
876,537,79,87,6,85,Bot Laner,1154,42,876
662,702,132,87,5,69,Mid Laner,1155,3,662
813,371,43,73,19,56,Mid Laner,1156,15,813
20,375,293,86,4,2,Top Laner,1157,35,20
786,385,116,32,20,57,Top Laner,1158,21,786
696,759,289,29,10,72,Mid Laner,1159,106,696
579,1,316,27,15,42,Mid Laner,1160,2,579
236,686,99,78,47,23,Jungler,1161,16,236
450,862,6,10,21,77,Top Laner,1162,23,450
234,28,109,76,47,23,Top Laner,1163,96,234
881,592,147,51,7,86,Bot Laner,1164,86,881
401,623,76,51,81,39,Jungler,1165,27,401
626,135,340,42,24,46,Bot Laner,1166,91,626
47,946,56,12,10,5,Mid Laner,1167,11,47
628,866,141,4,22,77,Mid Laner,1168,9,628
675,837,1,35,18,75,Bot Laner,1169,3,675
153,98,340,37,31,15,Jungler,1170,104,153
390,369,245,57,78,38,Top Laner,1171,54,390
822,734,172,5,8,70,Jungler,1172,106,822
110,373,148,48,22,11,Jungler,1173,6,110
820,940,304,38,29,80,Top Laner,1174,65,820
523,370,212,18,19,56,Top Laner,1176,1,523
500,709,49,55,6,70,Jungler,1177,32,500
341,466,103,10,69,34,Top Laner,1178,103,341
501,315,111,53,40,54,Mid Laner,1179,34,501
498,180,336,46,27,48,Top Laner,1180,9,498
251,240,249,5,51,25,Jungler,1181,56,251
671,816,324,45,16,74,Jungler,1182,81,671
767,989,113,79,32,82,Bot Laner,1183,62,767
652,760,199,35,10,72,Mid Laner,1184,90,652
503,592,257,75,36,65,Top Laner,1185,97,503
838,210,244,30,31,50,Support,1187,86,838
168,463,256,63,34,17,Jungler,1188,11,168
251,240,249,5,51,25,Jungler,1189,39,251
237,651,189,45,48,23,Mid Laner,1190,53,237
233,752,335,28,47,23,Support,1191,93,233
500,709,49,55,6,70,Jungler,1192,59,500
227,691,114,76,46,23,Mid Laner,1193,79,227
298,828,306,53,60,29,Bot Laner,1194,27,298
905,69,87,52,11,88,Bot Laner,1195,76,905
245,357,79,81,49,24,Bot Laner,1196,59,245
120,34,194,43,24,12,Mid Laner,1197,1,120
294,380,218,20,59,29,Jungler,1198,60,294
436,300,235,13,38,53,Bot Laner,1199,100,436
569,249,323,56,33,51,Jungler,1200,103,569
28,895,111,63,6,3,Mid Laner,1202,64,28
